uri;nome;idLegislaturaInicial;idLegislaturaFinal;nomeCivil;cpf;siglaSexo;urlRedeSocial;urlWebsite;dataNascimento;dataFalecimento;ufNascimento;municipioNascimento
https://dadosabertos.camara.leg.br/api/v2/deputados/220715;Amom Mandel;57;57;AMOM MANDEL LINS FILHO;;M;https://twitter.com/eusouamom, https://www.instagram.com/eusouamom, https://www.facebook.com/eusouamom, https://youtube.com/channel/UCwPEeCb9CuIqhqpUoGvGpvA;;2001-01-02;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/107970;Ana Paula Leão;57;57;ANA PAULA PROCOPIO JUNQUEIRA;;F;https://www.facebook.com/AnaPaulaJunqueiraLeao, https://www.instagram.com/anapaulajunqueiraleao, https://twitter.com/apjunqueira, https://youtube.com/channel/UC-DlAUSQo11ZjK_yhbXoTgQ;;1965-08-22;;MG;Varginha
https://dadosabertos.camara.leg.br/api/v2/deputados/220556;Ana Paula Lima;57;57;ANA PAULA DE SOUZA LIMA;;F;;;1964-04-19;;PR;Curitiba
https://dadosabertos.camara.leg.br/api/v2/deputados/220632;Ana Pimentel;57;57;ANA CRISTINA DE LIMA PIMENTEL;;F;;;1982-05-15;;MG;Congonhas
https://dadosabertos.camara.leg.br/api/v2/deputados/220657;André Fernandes;57;57;ANDRÉ FERNANDES DE MOURA;;M;https://www.instagram.com/andrefernandes, https://www.facebook.com/andrefernm, https://twitter.com/andrefernm, https://youtube.com/depandrefernandes;;1997-12-10;;CE;Iguatu
https://dadosabertos.camara.leg.br/api/v2/deputados/204423;André Ferreira;56;57;ANDRÉ FERREIRA RODRIGUES;;M;https://www.instagram.com/andreferreira.pe, https://www.facebook.com/andreferreira.pe, https://youtube.com/channel/UC54XdbWXP1ZaimNu9Ujuvgw;;1972-12-10;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/133439;André Figueiredo;52;57;ANDRÉ PEIXOTO FIGUEIREDO LIMA;;M;https://www.facebook.com/DeputadoAndreFigueiredo, https://twitter.com/andrepdt12;;1966-11-10;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/178882;André Fufuca;55;57;ANDRE LUIZ CARVALHO RIBEIRO;;M;;;1989-08-27;;MA;Santa Inês
https://dadosabertos.camara.leg.br/api/v2/deputados/204515;André Janones;56;57;ANDRE LUIS GASPAR JANONES;;M;https://www.instagram.com/andrejanones, https://www.facebook.com/andrejanones, https://youtube.com/AndreJanonesAdv, https://twitter.com/AndreJanonesAdv;;1984-05-05;;MG;Ituiutaba
https://dadosabertos.camara.leg.br/api/v2/deputados/220676;Andreia Siqueira;57;57;ANDREIA BRITO GONÇALVES SIQUEIRA;;F;https://www.instagram.com/andreiasiqueira, https://www.facebook.com/andreiabsiqueira, https://twitter.com/deputadaandreia;;1992-08-19;;PA;Tucuruí
https://dadosabertos.camara.leg.br/api/v2/deputados/123756;Antônia Lúcia;54;57;ANTÔNIA LUCILÉIA CRUZ RAMOS CÂMARA;;F;;;1970-07-17;;AC;Senador Guiomard
https://dadosabertos.camara.leg.br/api/v2/deputados/220544;Antonio Andrade;57;57;ANTONIO POINCARE ANDRADE FILHO;;M;https://www.facebook.com/toinhoandradetocantins, https://twitter.com/antonioandradet, https://www.instagram.com/toinhoandradeto;;1958-10-22;;TO;Porto Nacional
https://dadosabertos.camara.leg.br/api/v2/deputados/160553;Antonio Brito;54;57;ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO;;M;https://www.instagram.com/antoniobritobahia/;;1969-01-17;;BA;Salvador
https://dadosabertos.camara.leg.br/api/v2/deputados/220638;Antonio Carlos Rodrigues;57;57;ANTONIO CARLOS RODRIGUES;;M;;;1950-05-17;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/220675;Antônio Doido;57;57;ANTONIO LEOCÁDIO DOS SANTOS;;M;;;1976-08-26;;BA;Dom Macedo Costa
https://dadosabertos.camara.leg.br/api/v2/deputados/220549;Any Ortiz;57;57;ANY MACHADO ORTIZ;;F;;;1983-10-19;;RS;Canoas
https://dadosabertos.camara.leg.br/api/v2/deputados/73433;Arlindo Chinaglia;50;57;ARLINDO CHIGNALIA JUNIOR;;M;https://www.facebook.com/depchinaglia, https://twitter.com/achinaglia, https://www.instagram.com/depchinaglia;;1949-12-24;;SP;Serra Azul
https://dadosabertos.camara.leg.br/api/v2/deputados/141391;Arnaldo Jardim;53;57;ARNALDO CALIL PEREIRA JARDIM;;M;https://twitter.com/arnaldojardim, https://www.facebook.com/deputadoarnaldojardim, https://www.instagram.com/arnaldojardimoficial, https://youtube.com/channel/UCBmGmOqIcw_Dob8eq3VtjZQ;;1955-05-08;;SP;Altinópolis
https://dadosabertos.camara.leg.br/api/v2/deputados/160541;Arthur Lira;54;57;ARTHUR CÉSAR PEREIRA DE LIRA;;M;;;1969-06-25;;AL;Maceió
https://dadosabertos.camara.leg.br/api/v2/deputados/160600;Arthur Oliveira Maia;54;57;ARTHUR DE OLIVEIRA MAIA DA SILVA;;M;https://facebook.com/arthur.oliveiramaia, https://instagram.com/departhuroliveiramaia, https://twitter.com/DepArthurMaia;;1964-08-17;;BA;Salvador
https://dadosabertos.camara.leg.br/api/v2/deputados/74090;Átila Lins;49;57;ÁTILA SIDNEY LINS DE ALBUQUERQUE;;M;;;1950-11-22;;AM;Fonte Boa
https://dadosabertos.camara.leg.br/api/v2/deputados/123086;Átila Lira;57;57;ÁTILA DE MELO LIRA;;M;https://twitter.com/atilaliraof, https://www.facebook.com/atilalirapi, https://www.instagram.com/atilalirapi/#;;1980-04-01;;PI;Teresina
https://dadosabertos.camara.leg.br/api/v2/deputados/160665;Augusto Coutinho;54;57;AUGUSTO RODRIGUES COUTINHO DE MELO;;M;https://twitter.com/dep_acoutinho, https://www.facebook.com/augusto.coutinho, https://www.instagram.com/augustocoutinhope, https://youtube.com/featured;www.augustocoutinho.com.br;1962-10-22;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/220577;Augusto Puppio;57;57;JOSÉ AUGUSTO PUPPIO REIS JÚNIOR;;M;https://www.facebook.com/augustopupio, https://www.instagram.com/augustopupio, https://twitter.com/AUGUSTOPUPIO, https://youtube.com/augustopupio7945;;1982-05-09;;PA;Belém
https://dadosabertos.camara.leg.br/api/v2/deputados/160512;Aureo Ribeiro;54;57;AUREO LIDIO MOREIRA RIBEIRO;;M;https://www.facebook.com/AureoRibeiroRJ, https://www.instagram.com/aureo.ribeiro, https://twitter.com/AureoRibeiroRJ, https://youtube.com/AureoRibeiro77;www.deputadoaureo.com.br;1979-02-17;;RJ;Duque de Caxias
https://dadosabertos.camara.leg.br/api/v2/deputados/69871;Bacelar;55;57;JOAO CARLOS BACELAR BATISTA;;M;https://www.facebook.com/DEPUTADOBACELAR, https://www.instagram.com/DEPUTADOBACELAR, https://twitter.com/DEPUTADOBACELAR;;1957-07-09;;BA;Esplanada
https://dadosabertos.camara.leg.br/api/v2/deputados/178975;Baleia Rossi;55;57;LUIZ FELIPE BALEIA TENUTO ROSSI;;M;https://www.instagram.com/baleia.rossi;;1972-06-09;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/220605;Bandeira de Mello;57;57;EDUARDO CARVALHO BANDEIRA DE MELLO;;M;https://www.instagram.com/eduardobandeirademello, https://www.facebook.com/eduardobandeirademello, https://twitter.com/mello_bandeira, https://youtube.com/bandeirademello.oficial;;1953-03-22;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/220612;Bebeto;57;57;Carlos Roberto Rodrigues;;M;https://www.facebook.com/bebetodaveggi, https://www.instagram.com/bebetorj;;1963-07-31;;MG;Muriaé
https://dadosabertos.camara.leg.br/api/v2/deputados/73701;Benedita da Silva;48;57;BENEDITA SOUZA DA SILVA SAMPAIO;;F;;;1942-04-26;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/109429;Benes Leocádio;56;57;LUIZ BENES LEOCADIO DE ARAUJO;;M;https://www.instagram.com/benesleocadiorn, https://twitter.com/benesleocadiorn, https://www.facebook.com/BenesLeocadioRN;;1966-04-22;;RN;Santana do Matos
https://dadosabertos.camara.leg.br/api/v2/deputados/204358;Beto Pereira;56;57;HUMBERTO REZENDE PEREIRA;;M;;;1977-11-14;;MS;Campo Grande
https://dadosabertos.camara.leg.br/api/v2/deputados/220698;Beto Preto;57;57;CARLOS ALBERTO GEBRIM PRETO;;M;;;1968-02-17;;PR;Londrina
https://dadosabertos.camara.leg.br/api/v2/deputados/220683;Beto Richa;57;57;CARLOS ALBERTO RICHA;;M;https://www.instagram.com/betoricha/, https://pt-br.facebook.com/BetoRichaOficial, https://twitter.com/BetoRicha, https://www.youtube.com/channel/UC11K_Oia5ib5Zknm87oG1FQ;;1965-07-29;;PR;Londrina
https://dadosabertos.camara.leg.br/api/v2/deputados/204374;Bia Kicis;56;57;BEATRIZ KICIS TORRENTS DE SORDI;;F;https://www.facebook.com/biakicis, https://www.instagram.com/biakicis, https://twitter.com/biakicis, https://youtube.com/biakicis;;1961-09-19;;RJ;Resende
https://dadosabertos.camara.leg.br/api/v2/deputados/204388;Bibo Nunes;56;57;ALCIBIO MESQUITA BIBO NUNES;;M;;;1957-01-09;;RS;Cruz Alta
https://dadosabertos.camara.leg.br/api/v2/deputados/160538;Bohn Gass;54;57;ELVINO JOSÉ BOHN GASS;;M;https://twitter.com/bohngass, https://www.facebook.com/bohngass13, https://www.instagram.com/bohn_gass, https://youtube.com/elvinobohngass;;1962-02-05;;RS;Santo Cristo
https://dadosabertos.camara.leg.br/api/v2/deputados/74052;Bosco Costa;52;57;JOÃO BOSCO DA COSTA;;M;;;1950-09-28;;SE;Itabaiana
https://dadosabertos.camara.leg.br/api/v2/deputados/210989;Bruno Farias;57;57;BRUNO SOUZA FARIAS;;M;;;1982-10-07;;MG;Teófilo Otoni
https://dadosabertos.camara.leg.br/api/v2/deputados/220635;Bruno Ganem;57;57;BRUNO AREVALO GANEM;;M;https://www.instagram.com/brunoganemsp, https://www.facebook.com/BrunoGanemSP;;1986-09-15;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/220574;Cabo Gilberto Silva;57;57;GILBERTO GOMES DA SILVA;;M;https://www.facebook.com/CaboGilbertoSilva, https://www.instagram.com/CaboGilbertoSilva, https://twitter.com/cabogilberto, https://youtube.com/cabogilberto;;1981-04-01;;PB;Santa Rita
https://dadosabertos.camara.leg.br/api/v2/deputados/143942;Caio Vianna;57;57;CAIO SANTOS VIANNA;;M;;;1988-12-08;;RJ;Campos dos Goytacazes
https://dadosabertos.camara.leg.br/api/v2/deputados/220548;Camila Jara;57;57;CAMILA BAZACHI JARA MARZOCHI;;F;https://www.instagram.com/camilajarams, https://twitter.com/camilajarams, https://www.facebook.com/camilajarams;;1995-02-10;;MS;Campo Grande
https://dadosabertos.camara.leg.br/api/v2/deputados/204572;Capitão Alberto Neto;56;57;ALBERTO BARROS CAVALCANTE NETO;;M;https://twitter.com/capalbertoneto, https://www.facebook.com/capitaoalbertoneto, https://www.instagram.com/capitaoalbertoneto;;1982-05-05;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/220690;Capitão Alden;57;57;ALDEN JOSE LAZARO DA SILVA;;M;;;1980-04-19;;BA;Salvador
https://dadosabertos.camara.leg.br/api/v2/deputados/178829;Capitão Augusto;55;57;JOSE AUGUSTO ROSA;;M;;;1966-10-04;;SP;Ourinhos
https://dadosabertos.camara.leg.br/api/v2/deputados/229069;Capitão Samuel;57;57;SAMUEL ALVES BARRETO;;M;;;1970-02-03;;SE;Malhador
https://dadosabertos.camara.leg.br/api/v2/deputados/229106;Carla Ayres;57;57;CARLA SIMARA LUCIANA DA SILVA AYRES;;F;;;1988-03-15;;SP;Jales
https://dadosabertos.camara.leg.br/api/v2/deputados/213762;Carla Dickson;56;57;HILKEA CARLA DE SOUZA MEDEIROS LIMA;;F;https://www.instagram.com/carladicksonoficial, https://www.facebook.com/carladicksonoficial;;1976-07-02;;PA;Belém
https://dadosabertos.camara.leg.br/api/v2/deputados/204507;Carla Zambelli;56;57;CARLA ZAMBELLI SALGADO DE OLIVEIRA;;F;https://twitter.com/CarlaZambelli38, https://www.facebook.com/ZambelliOficial, https://www.instagram.com/carla.zambelli, https://youtube.com/carlazambelli;;1980-07-03;;SP;Ribeirão Preto
https://dadosabertos.camara.leg.br/api/v2/deputados/204361;Carlos Chiodini;56;57;CARLOS ALBERTO CHIODINI;;M;https://pt-br.facebook.com/CarlosChiodini/, https://www.instagram.com/carloschiodini, https://twitter.com/carloschiodini, https://youtube.com/channel/UClnRgQbRinB3rSABMSePm7w;http://www.carloschiodini.com.br/;1982-03-08;;SC;Jaraguá do Sul
https://dadosabertos.camara.leg.br/api/v2/deputados/178962;Carlos Gomes;55;57;ANTONIO CARLOS GOMES DA SILVA;;M;https://twitter.com/carlosgomesdep, https://www.facebook.com/deputadocarlosgomes, https://www.instagram.com/carlosgomesdep;;1972-06-13;;BA;Saúde
https://dadosabertos.camara.leg.br/api/v2/deputados/178993;Carlos Henrique Gaguim;55;57;CARLOS HENRIQUE AMORIM;;M;https://www.facebook.com/carlosgaguim;;1961-04-21;;GO;Ceres
https://dadosabertos.camara.leg.br/api/v2/deputados/204460;Carlos Jordy;56;57;Carlos Roberto Jordy Coelho de Mattos;;M;https://youtube.com/channel/UCkWU59eSRp41W6bCdyJlRdg, https://twitter.com/carlosjordy, https://www.instagram.com/carlosjordy, https://www.facebook.com/carlosjordyoficial;;1982-02-08;;RJ;Niterói
https://dadosabertos.camara.leg.br/api/v2/deputados/74262;Carlos Sampaio;52;57;CARLOS HENRIQUE FOCESI SAMPAIO;;M;;;1963-03-31;;SP;Campinas
https://dadosabertos.camara.leg.br/api/v2/deputados/204426;Carlos Veras;56;57;JOSÉ CARLOS VERAS DOS SANTOS;;M;https://twitter.com/carlosveraspt, https://www.instagram.com/carlosverass, https://www.facebook.com/deputadocarlosveras, https://youtube.com/channel/UC93PwCF8EVN4RYG-h2OpJLw;;1981-08-10;;PE;Tabira
https://dadosabertos.camara.leg.br/api/v2/deputados/141398;Carlos Zarattini;53;57;CARLOS ALBERTO ROLIM ZARATTINI;;M;https://twitter.com/CarlosZarattini, https://www.facebook.com/dep.zarattini, https://www.instagram.com/depzarattini, https://youtube.com/channel/UCAToRcTD6QsRAXjCBU8LTzw;;1959-06-08;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/164360;Carmen Zanotto;54;57;CARMEN EMÍLIA BONFÁ ZANOTTO;;F;https://www.instagram.com/carmenzanotto_lages, https://www.facebook.com/CarmenZanottoSC, https://www.youtube.com/c/CarmenZanottoCarmenZanotto2323, https://twitter.com/carmen_zanotto;;1962-10-06;;SC;Lages
https://dadosabertos.camara.leg.br/api/v2/deputados/220704;Carol Dartora;57;57;ANA CAROLINA MOURA MELO DARTORA;;F;;;1983-05-01;;PR;Curitiba
https://dadosabertos.camara.leg.br/api/v2/deputados/204369;Caroline de Toni;56;57;CAROLINE RODRIGUES DE TONI;;F;https://twitter.com/CarolDeToni, https://www.instagram.com/carolinedetoni, https://www.facebook.com/carolinerdetoni, https://youtube.com/videos;;1986-09-01;;SC;Chapecó
https://dadosabertos.camara.leg.br/api/v2/deputados/220699;Castro Neto;57;57;JOSÉ DIAS DE CASTRO NETO;;M;;;1974-04-23;;PI;Teresina
https://dadosabertos.camara.leg.br/api/v2/deputados/206018;Célia Xakriabá;57;57;CÉLIA NUNES CORREA;;F;;;1989-05-10;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/178876;Célio Silveira;55;57;CELIO ANTONIO DA SILVEIRA;;M;https://www.instagram.com/celiosilveiradeputado, https://www.facebook.com/deputadoceliosilveira2;;1959-09-19;;GO;Luziânia
https://dadosabertos.camara.leg.br/api/v2/deputados/204488;Célio Studart;56;57;CELIO STUDART BARBOSA;;M;https://twitter.com/CelioStudart, https://www.facebook.com/celio.studart, https://www.instagram.com/celiostudart, https://youtube.com/channel/UCHEI0XtQiyNwR5x7bVTewGQ;;1987-06-19;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/73441;Celso Russomanno;50;57;CELSO UBIRAJARA RUSSOMANNO;;M;https://www.facebook.com/celsorussomanno, https://www.instagram.com/celsorussomanno, https://twitter.com/celsorussomanno, https://youtube.com/celsorussomanno;;1956-08-20;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/204496;Celso Sabino;56;57;CELSO SABINO DE OLIVEIRA;;M;https://www.instagram.com/celsosabinooficial, https://twitter.com/depcelsosabino, https://www.facebook.com/celsosabinooficial;;1978-08-29;;PA;Belém
https://dadosabertos.camara.leg.br/api/v2/deputados/204504;Cezinha de Madureira;56;57;ANTONIO CEZAR CORREIA FREIRE;;M;https://www.facebook.com/cezinhademadureira, https://www.instagram.com/cezinhademadureira;;1973-12-12;;BA;Ipiaú
https://dadosabertos.camara.leg.br/api/v2/deputados/205476;Charles Fernandes;56;57;CHARLES FERNANDES SILVEIRA SANTANA;;M;;;1965-03-15;;BA;Guanambi
https://dadosabertos.camara.leg.br/api/v2/deputados/74171;Chico Alencar;52;57;FRANCISCO RODRIGUES DE ALENCAR FILHO;;M;https://www.instagram.com/chico.alencar, https://www.facebook.com/chicoalencar, https://twitter.com/depchicoalencar;;1949-10-19;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/204476;Chiquinho Brazão;56;57;JOÃO FRANCISCO INÁCIO BRAZÃO;;M;https://www.facebook.com/depchiquinhobrazao, https://www.instagram.com/depchiquinhobrazao/, https://www.youtube.com/channel/UCZFu_NUGJKjC7mXITckcqJA, https://twitter.com/brazaochiquinho;;1962-02-22;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/204462;Chris Tonietto;56;57;CHRISTINE NOGUEIRA DOS REIS TONIETTO;;F;https://www.facebook.com/ChrisTonietto, https://twitter.com/ToniettoChris, https://youtube.com/channel/UCqqG6AaU2hm2vLhMir4Jdlw, https://www.instagram.com/christonietto;;1991-05-14;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/220665;Clarissa Tércio;57;57;ERICA CLARISSA BORBA CORDEIRO DE MOURA;;F;https://youtube.com/CLARISSATERCIOOficial, https://twitter.com/clarissatercio, https://www.facebook.com/clarissatercio, https://www.instagram.com/clarissatercio;;1984-12-26;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/74537;Claudio Cajado;50;57;CLÁUDIO CAJADO SAMPAIO;;M;;;1963-12-01;;BA;Salvador
https://dadosabertos.camara.leg.br/api/v2/deputados/141408;Cleber Verde;53;57;CLEBER VERDE CORDEIRO MENDES;;M;;;1972-05-10;;MA;Santa Luzia
https://dadosabertos.camara.leg.br/api/v2/deputados/88256;Clodoaldo Magalhães;57;57;CLODOALDO MAGALHÃES OLIVEIRA LYRA;;M;https://www.facebook.com/deputadoclodoaldomagalhaes, https://www.instagram.com/deputadoclodoaldomagalhaes, https://twitter.com/depclodoaldom;;1975-11-13;;PE;Palmares
